[2024-10-15 04:38:19] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-15 04:38:19] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-10-15 04:38:19] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-15 04:39:37] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-15 04:39:37] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-15 04:39:37] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-15 04:39:37] [class-ss-setup-task.php:33] Creating archive directory: G:\AZ Website New/wp-content/uploads\simply-static\temp-files/simply-static-1-1728967099\
[2024-10-15 04:39:38] [class-ss-setup-task.php:72] Adding origin URL to queue: http://portfolio/
[2024-10-15 04:39:46] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://portfolio/wp-content/plugins/elementor/assets/shapes/zigzag.svg
[2024-10-15 04:39:46] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://portfolio/wp-content/plugins/elementor/assets/mask-shapes/blob.svg
[2024-10-15 04:39:46] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://portfolio/wp-content/plugins/elementor/assets/mask-shapes/circle.svg
[2024-10-15 04:39:46] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://portfolio/wp-content/plugins/elementor/assets/mask-shapes/flower.svg
[2024-10-15 04:39:46] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://portfolio/wp-content/plugins/elementor/assets/mask-shapes/hexagon.svg
[2024-10-15 04:39:46] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://portfolio/wp-content/plugins/elementor/assets/mask-shapes/sketch.svg
[2024-10-15 04:39:46] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://portfolio/wp-content/plugins/elementor/assets/mask-shapes/triangle.svg
[2024-10-15 04:39:46] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://portfolio/wp-content/plugins/elementor/assets/svg-paths/arc.svg
[2024-10-15 04:39:46] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://portfolio/wp-content/plugins/elementor/assets/svg-paths/circle.svg
[2024-10-15 04:39:46] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://portfolio/wp-content/plugins/elementor/assets/svg-paths/line.svg
[2024-10-15 04:39:46] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://portfolio/wp-content/plugins/elementor/assets/svg-paths/oval.svg
[2024-10-15 04:39:46] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://portfolio/wp-content/plugins/elementor/assets/svg-paths/spiral.svg
[2024-10-15 04:39:46] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://portfolio/wp-content/plugins/elementor/assets/svg-paths/wave.svg
[2024-10-15 04:39:46] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://portfolio/wp-content/plugins/elementor/assets/data/responsive-widgets.json
[2024-10-15 04:39:46] [class-ss-archive-creation-job.php:175] We've found our next task: fetch_urls
[2024-10-15 04:39:46] [class-ss-archive-creation-job.php:136] Current task: fetch_urls
[2024-10-15 04:39:46] [class-ss-archive-creation-job.php:153] Performing task: fetch_urls
[2024-10-15 04:39:46] [class-ss-fetch-urls-task.php:69] Total pages: 573; Pages remaining: 573
[2024-10-15 04:39:46] [class-ss-fetch-urls-task.php:72] URL: http://portfolio/
[2024-10-15 04:39:46] [class-ss-task.php:58] [PAGES STATUS] Remaining:50; Total: 573
[2024-10-15 04:39:46] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-15 04:39:46] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/670df21289dab-0I5UVq.tmp
[2024-10-15 04:39:46] [class-ss-page-handler.php:38] URL Prepared:http://portfolio/?simply_static_page=1
[2024-10-15 04:39:46] [class-ss-url-fetcher.php:251] Fetching URL: http://portfolio/?simply_static_page=1
[2024-10-15 04:40:16] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-10-15 04:40:16] [class-ss-url-fetcher.php:106] We encountered an error when fetching: cURL error 28: Operation timed out after 30005 milliseconds with 0 bytes received
[2024-10-15 04:40:16] [class-ss-url-fetcher.php:107] <pre class='xdebug-var-dump' dir='ltr'><small>G:\AZ Website New\wp-content\plugins\simply-static\src\class-ss-util.php:164:</small><b>object</b>(<i>WP_Error</i>)[<i>3792</i>]  <i>public</i> 'errors' <font color='#888a85'>=&gt;</font>     <b>array</b> <i>(size=1)</i>      'http_request_failed' <font color='#888a85'>=&gt;</font>         <b>array</b> <i>(size=1)</i>          0 <font color='#888a85'>=&gt;</font> <small>string</small> <font color='#cc0000'>'cURL error 28: Operation timed out after 30005 milliseconds with 0 bytes received'</font> <i>(length=81)</i>  <i>public</i> 'error_data' <font color='#888a85'>=&gt;</font>     <b>array</b> <i>(size=0)</i>      <i><font color='#888a85'>empty</font></i>  <i>protected</i> 'additional_data' <font color='#888a85'>=&gt;</font>     <b>array</b> <i>(size=0)</i>      <i><font color='#888a85'>empty</font></i></pre>
[2024-10-15 04:40:16] [class-ss-fetch-urls-task.php:72] URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animate.css/animate-config.json
[2024-10-15 04:40:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:49; Total: 573
[2024-10-15 04:40:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-15 04:40:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/670df230c2f78-M5pjAL.tmp
[2024-10-15 04:40:16] [class-ss-page-handler.php:38] URL Prepared:http://portfolio/wp-content/plugins/elementor/assets/lib/animate.css/animate-config.json?simply_static_page=2
[2024-10-15 04:40:16] [class-ss-url-fetcher.php:251] Fetching URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animate.css/animate-config.json?simply_static_page=2
[2024-10-15 04:40:16] [class-ss-url-fetcher.php:103] Filesize: 851 bytes
[2024-10-15 04:40:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/json
[2024-10-15 04:40:16] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animate.css/animate-config.json
[2024-10-15 04:40:16] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/670df230c2f78-M5pjAL.tmp to G:\AZ Website New/wp-content/uploads\simply-static\temp-files/simply-static-1-1728967099/wp-content/plugins/elementor/assets/lib/animate.css/animate-config.json
[2024-10-15 04:40:16] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-15 04:40:16] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-15 04:40:16] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-15 04:40:16] [class-ss-page.php:119] Checking Content Identical:c2be3106d54785ca1e0cf07759baed3487deaf19===. Value: FALSE
[2024-10-15 04:40:16] [class-ss-fetch-urls-task.php:72] URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animate.css/animate.css
[2024-10-15 04:40:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:48; Total: 573
[2024-10-15 04:40:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-15 04:40:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/670df230ebd6a-mOKT7O.tmp
[2024-10-15 04:40:16] [class-ss-page-handler.php:38] URL Prepared:http://portfolio/wp-content/plugins/elementor/assets/lib/animate.css/animate.css?simply_static_page=3
[2024-10-15 04:40:16] [class-ss-url-fetcher.php:251] Fetching URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animate.css/animate.css?simply_static_page=3
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:103] Filesize: 13369 bytes
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animate.css/animate.css
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/670df230ebd6a-mOKT7O.tmp to G:\AZ Website New/wp-content/uploads\simply-static\temp-files/simply-static-1-1728967099/wp-content/plugins/elementor/assets/lib/animate.css/animate.css
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-15 04:40:17] [class-ss-page.php:119] Checking Content Identical:eb934f5b426f03f62beaff2ebbdd82c6f2759ec4===. Value: FALSE
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:72] URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animate.css/animate.min.css
[2024-10-15 04:40:17] [class-ss-task.php:58] [PAGES STATUS] Remaining:47; Total: 573
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/670df23119581-xKUgEU.tmp
[2024-10-15 04:40:17] [class-ss-page-handler.php:38] URL Prepared:http://portfolio/wp-content/plugins/elementor/assets/lib/animate.css/animate.min.css?simply_static_page=4
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:251] Fetching URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animate.css/animate.min.css?simply_static_page=4
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:103] Filesize: 8449 bytes
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animate.css/animate.min.css
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/670df23119581-xKUgEU.tmp to G:\AZ Website New/wp-content/uploads\simply-static\temp-files/simply-static-1-1728967099/wp-content/plugins/elementor/assets/lib/animate.css/animate.min.css
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-15 04:40:17] [class-ss-page.php:119] Checking Content Identical:96fd188c16f8980195ac1e89dbcb46c6fb924d98===. Value: FALSE
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:72] URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/animations.min.css
[2024-10-15 04:40:17] [class-ss-task.php:58] [PAGES STATUS] Remaining:46; Total: 573
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/670df23134eac-vJqhtz.tmp
[2024-10-15 04:40:17] [class-ss-page-handler.php:38] URL Prepared:http://portfolio/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?simply_static_page=5
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:251] Fetching URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?simply_static_page=5
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:103] Filesize: 18468 bytes
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/animations.min.css
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/670df23134eac-vJqhtz.tmp to G:\AZ Website New/wp-content/uploads\simply-static\temp-files/simply-static-1-1728967099/wp-content/plugins/elementor/assets/lib/animations/animations.min.css
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-15 04:40:17] [class-ss-page.php:119] Checking Content Identical:5103ec2fbb389568ebf5cfe4fd721f3df2ff7aec===. Value: FALSE
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:72] URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.css
[2024-10-15 04:40:17] [class-ss-task.php:58] [PAGES STATUS] Remaining:45; Total: 573
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/670df231529cb-LLHHZM.tmp
[2024-10-15 04:40:17] [class-ss-page-handler.php:38] URL Prepared:http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.css?simply_static_page=6
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:251] Fetching URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.css?simply_static_page=6
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:103] Filesize: 518 bytes
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounce.css
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/670df231529cb-LLHHZM.tmp to G:\AZ Website New/wp-content/uploads\simply-static\temp-files/simply-static-1-1728967099/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.css
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-15 04:40:17] [class-ss-page.php:119] Checking Content Identical:8d866704c52cec605fe0331f3b764221cdef7623===. Value: FALSE
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:72] URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.min.css
[2024-10-15 04:40:17] [class-ss-task.php:58] [PAGES STATUS] Remaining:44; Total: 573
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/670df2319ea84-6m3YQ2.tmp
[2024-10-15 04:40:17] [class-ss-page-handler.php:38] URL Prepared:http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.min.css?simply_static_page=7
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:251] Fetching URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.min.css?simply_static_page=7
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:103] Filesize: 426 bytes
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounce.min.css
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/670df2319ea84-6m3YQ2.tmp to G:\AZ Website New/wp-content/uploads\simply-static\temp-files/simply-static-1-1728967099/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.min.css
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-15 04:40:17] [class-ss-page.php:119] Checking Content Identical:98b15a2cdcdc8659ed5abed1e30f2be2264bcff8===. Value: FALSE
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:72] URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.css
[2024-10-15 04:40:17] [class-ss-task.php:58] [PAGES STATUS] Remaining:43; Total: 573
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/670df231b6430-HpW4Df.tmp
[2024-10-15 04:40:17] [class-ss-page-handler.php:38] URL Prepared:http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.css?simply_static_page=8
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:251] Fetching URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.css?simply_static_page=8
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:103] Filesize: 493 bytes
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.css
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/670df231b6430-HpW4Df.tmp to G:\AZ Website New/wp-content/uploads\simply-static\temp-files/simply-static-1-1728967099/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.css
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-15 04:40:17] [class-ss-page.php:119] Checking Content Identical:0cc600529da770aee800b9d1e1f21006707806c2===. Value: FALSE
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:72] URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.min.css
[2024-10-15 04:40:17] [class-ss-task.php:58] [PAGES STATUS] Remaining:42; Total: 573
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/670df231d08de-IYHfKJ.tmp
[2024-10-15 04:40:17] [class-ss-page-handler.php:38] URL Prepared:http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.min.css?simply_static_page=9
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:251] Fetching URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.min.css?simply_static_page=9
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:103] Filesize: 367 bytes
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.min.css
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/670df231d08de-IYHfKJ.tmp to G:\AZ Website New/wp-content/uploads\simply-static\temp-files/simply-static-1-1728967099/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.min.css
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-15 04:40:17] [class-ss-page.php:119] Checking Content Identical:8a4a966af6668b1246c3f4bb1c333d6bb7768355===. Value: FALSE
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:72] URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.css
[2024-10-15 04:40:17] [class-ss-task.php:58] [PAGES STATUS] Remaining:41; Total: 573
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/670df231e9580-6nanM4.tmp
[2024-10-15 04:40:17] [class-ss-page-handler.php:38] URL Prepared:http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.css?simply_static_page=10
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:251] Fetching URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.css?simply_static_page=10
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:103] Filesize: 427 bytes
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.css
[2024-10-15 04:40:17] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/670df231e9580-6nanM4.tmp to G:\AZ Website New/wp-content/uploads\simply-static\temp-files/simply-static-1-1728967099/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.css
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-15 04:40:17] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-15 04:40:18] [class-ss-page.php:119] Checking Content Identical:4e22b8233f848c11971dad21a7506287ef8833b8===. Value: FALSE
[2024-10-15 04:40:18] [class-ss-fetch-urls-task.php:72] URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.min.css
[2024-10-15 04:40:18] [class-ss-task.php:58] [PAGES STATUS] Remaining:40; Total: 573
[2024-10-15 04:40:18] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-15 04:40:18] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/670df23203599-CiadfS.tmp
[2024-10-15 04:40:18] [class-ss-page-handler.php:38] URL Prepared:http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.min.css?simply_static_page=11
[2024-10-15 04:40:18] [class-ss-url-fetcher.php:251] Fetching URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.min.css?simply_static_page=11
[2024-10-15 04:40:18] [class-ss-url-fetcher.php:103] Filesize: 330 bytes
[2024-10-15 04:40:18] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-15 04:40:18] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.min.css
[2024-10-15 04:40:18] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/670df23203599-CiadfS.tmp to G:\AZ Website New/wp-content/uploads\simply-static\temp-files/simply-static-1-1728967099/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.min.css
[2024-10-15 04:40:18] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-15 04:40:18] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-15 04:40:18] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-15 04:40:18] [class-ss-page.php:119] Checking Content Identical:9244d228042d4f398444442376002646faa9af80===. Value: FALSE
[2024-10-15 04:40:18] [class-ss-fetch-urls-task.php:72] URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.css
[2024-10-15 04:40:18] [class-ss-task.php:58] [PAGES STATUS] Remaining:39; Total: 573
[2024-10-15 04:40:18] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-15 04:40:18] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/670df232682fd-Gkezvo.tmp
[2024-10-15 04:40:18] [class-ss-page-handler.php:38] URL Prepared:http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.css?simply_static_page=12
[2024-10-15 04:40:18] [class-ss-url-fetcher.php:251] Fetching URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.css?simply_static_page=12
[2024-10-15 04:40:18] [class-ss-url-fetcher.php:103] Filesize: 427 bytes
[2024-10-15 04:40:18] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-15 04:40:18] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.css
[2024-10-15 04:40:18] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/670df232682fd-Gkezvo.tmp to G:\AZ Website New/wp-content/uploads\simply-static\temp-files/simply-static-1-1728967099/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.css
[2024-10-15 04:40:18] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-15 04:40:18] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-15 04:40:18] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-15 04:40:18] [class-ss-page.php:119] Checking Content Identical:76a6bc17a039baaf3729b170e2d98502d1e01d86===. Value: FALSE
[2024-10-15 04:40:18] [class-ss-fetch-urls-task.php:72] URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.min.css
[2024-10-15 04:40:18] [class-ss-task.php:58] [PAGES STATUS] Remaining:38; Total: 573
[2024-10-15 04:40:18] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-15 04:40:18] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/670df2327c98c-xWRg5b.tmp
[2024-10-15 04:40:18] [class-ss-page-handler.php:38] URL Prepared:http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.min.css?simply_static_page=13
[2024-10-15 04:40:18] [class-ss-url-fetcher.php:251] Fetching URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.min.css?simply_static_page=13
[2024-10-15 04:40:18] [class-ss-url-fetcher.php:103] Filesize: 330 bytes
[2024-10-15 04:40:18] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-15 04:40:18] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.min.css
[2024-10-15 04:40:18] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/670df2327c98c-xWRg5b.tmp to G:\AZ Website New/wp-content/uploads\simply-static\temp-files/simply-static-1-1728967099/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.min.css
[2024-10-15 04:40:18] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-15 04:40:18] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-15 04:40:18] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-15 04:40:18] [class-ss-page.php:119] Checking Content Identical:da7117071766c796e6d0ae90455a097e7a310f0f===. Value: FALSE
[2024-10-15 04:40:18] [class-ss-fetch-urls-task.php:72] URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.css
[2024-10-15 04:40:18] [class-ss-task.php:58] [PAGES STATUS] Remaining:37; Total: 573
[2024-10-15 04:40:18] [class-ss-fetch-urls-task.php:83] URL is not being excluded
